date,item_id,item_name,category,qty_sold,revenue,day_of_week,week_of_year,month,is_weekend,event_type,event_name,has_promo
2024-10-23,TF04,Truffle Fries,side,43,516,2,43,10,0,none,,0
2024-10-23,CB05,Craft Brioche Bun,comp,32,0,2,43,10,0,none,,0
2024-10-23,LM06,Lemon Tart,dessert,14,196,2,43,10,0,none,,0
2024-10-23,SM07,Smash Burger,main,31,682,2,43,10,0,none,,0
2024-10-23,CS08,Caesar Salad,starter,22,352,2,43,10,0,none,,0
2024-10-24,WB01,Wagyu Burger,main,37,1036,3,43,10,0,none,,0
2024-10-24,PS02,Porcini Risotto,main,24,576,3,43,10,0,none,,0
2024-10-24,TC03,Tuna Crudo,starter,20,360,3,43,10,0,none,,0
2024-10-24,TF04,Truffle Fries,side,42,504,3,43,10,0,none,,0
2024-10-24,CB05,Craft Brioche Bun,comp,35,0,3,43,10,0,none,,0
2024-10-24,LM06,Lemon Tart,dessert,15,210,3,43,10,0,none,,0
2024-10-24,SM07,Smash Burger,main,30,660,3,43,10,0,none,,0
2024-10-24,CS08,Caesar Salad,starter,23,368,3,43,10,0,none,,0
2024-10-25,WB01,Wagyu Burger,main,55,1540,4,43,10,0,none,,0
2024-10-25,PS02,Porcini Risotto,main,34,816,4,43,10,0,none,,0
2024-10-25,TC03,Tuna Crudo,starter,28,504,4,43,10,0,none,,0
2024-10-25,TF04,Truffle Fries,side,55,660,4,43,10,0,none,,0
2024-10-25,CB05,Craft Brioche Bun,comp,50,0,4,43,10,0,none,,0
2024-10-25,LM06,Lemon Tart,dessert,24,336,4,43,10,0,none,,0
2024-10-25,SM07,Smash Burger,main,42,924,4,43,10,0,none,,0
2024-10-25,CS08,Caesar Salad,starter,31,496,4,43,10,0,none,,0
2024-10-26,WB01,Wagyu Burger,main,62,1736,5,43,10,1,none,,0
2024-10-26,PS02,Porcini Risotto,main,38,912,5,43,10,1,none,,0
2024-10-26,TC03,Tuna Crudo,starter,33,594,5,43,10,1,none,,0
2024-10-26,TF04,Truffle Fries,side,63,756,5,43,10,1,none,,0
2024-10-26,CB05,Craft Brioche Bun,comp,49,0,5,43,10,1,none,,0
2024-10-26,LM06,Lemon Tart,dessert,27,378,5,43,10,1,none,,0
2024-10-26,SM07,Smash Burger,main,48,1056,5,43,10,1,none,,0
2024-10-26,CS08,Caesar Salad,starter,37,592,5,43,10,1,none,,0
2024-10-27,WB01,Wagyu Burger,main,43,1204,6,43,10,1,none,,0
2024-10-27,PS02,Porcini Risotto,main,27,648,6,43,10,1,none,,0
2024-10-27,TC03,Tuna Crudo,starter,21,378,6,43,10,1,none,,0
2024-10-27,TF04,Truffle Fries,side,50,600,6,43,10,1,none,,0
2024-10-27,CB05,Craft Brioche Bun,comp,43,0,6,43,10,1,none,,0
2024-10-27,LM06,Lemon Tart,dessert,18,252,6,43,10,1,none,,0
2024-10-27,SM07,Smash Burger,main,36,792,6,43,10,1,none,,0
2024-10-27,CS08,Caesar Salad,starter,24,384,6,43,10,1,none,,0
2024-10-28,WB01,Wagyu Burger,main,30,840,0,44,10,0,none,,0
2024-10-28,PS02,Porcini Risotto,main,24,576,0,44,10,0,none,,0
2024-10-28,TC03,Tuna Crudo,starter,18,324,0,44,10,0,none,,0
2024-10-28,TF04,Truffle Fries,side,35,420,0,44,10,0,none,,0
2024-10-28,CB05,Craft Brioche Bun,comp,32,0,0,44,10,0,none,,0
2024-10-28,LM06,Lemon Tart,dessert,14,196,0,44,10,0,none,,0
2024-10-28,SM07,Smash Burger,main,19,418,0,44,10,0,none,,0
2024-10-28,CS08,Caesar Salad,starter,18,288,0,44,10,0,none,,0
2024-10-29,WB01,Wagyu Burger,main,33,924,1,44,10,0,none,,0
2024-10-29,PS02,Porcini Risotto,main,21,504,1,44,10,0,none,,0
2024-10-29,TC03,Tuna Crudo,starter,18,324,1,44,10,0,none,,0
2024-10-29,TF04,Truffle Fries,side,41,492,1,44,10,0,none,,0
2024-10-29,CB05,Craft Brioche Bun,comp,32,0,1,44,10,0,none,,0
2024-10-29,LM06,Lemon Tart,dessert,13,182,1,44,10,0,none,,0
2024-10-29,SM07,Smash Burger,main,27,594,1,44,10,0,none,,0
2024-10-29,CS08,Caesar Salad,starter,20,320,1,44,10,0,none,,0
2024-10-30,WB01,Wagyu Burger,main,35,980,2,44,10,0,none,,0
2024-10-30,PS02,Porcini Risotto,main,23,552,2,44,10,0,none,,0
2024-10-30,TC03,Tuna Crudo,starter,22,396,2,44,10,0,none,,0
2024-10-30,TF04,Truffle Fries,side,33,396,2,44,10,0,none,,0
2024-10-30,CB05,Craft Brioche Bun,comp,34,0,2,44,10,0,none,,0
2024-10-30,LM06,Lemon Tart,dessert,16,224,2,44,10,0,none,,0
2024-10-30,SM07,Smash Burger,main,26,572,2,44,10,0,none,,0
2024-10-30,CS08,Caesar Salad,starter,23,368,2,44,10,0,none,,0
2024-10-31,WB01,Wagyu Burger,main,41,1148,3,44,10,0,none,,0
2024-10-31,PS02,Porcini Risotto,main,25,600,3,44,10,0,none,,0
2024-10-31,TC03,Tuna Crudo,starter,20,360,3,44,10,0,none,,0
2024-10-31,TF04,Truffle Fries,side,44,528,3,44,10,0,none,,0
2024-10-31,CB05,Craft Brioche Bun,comp,38,0,3,44,10,0,none,,0
2024-10-31,LM06,Lemon Tart,dessert,17,238,3,44,10,0,none,,0
2024-10-31,SM07,Smash Burger,main,30,660,3,44,10,0,none,,0
2024-10-31,CS08,Caesar Salad,starter,24,384,3,44,10,0,none,,0
2024-11-01,WB01,Wagyu Burger,main,50,1400,4,44,11,0,none,,1
2024-11-01,PS02,Porcini Risotto,main,28,672,4,44,11,0,none,,1
2024-11-01,TC03,Tuna Crudo,starter,23,414,4,44,11,0,none,,1
2024-11-01,TF04,Truffle Fries,side,71,852,4,44,11,0,none,,1
2024-11-01,CB05,Craft Brioche Bun,comp,61,0,4,44,11,0,none,,1
2024-11-01,LM06,Lemon Tart,dessert,22,308,4,44,11,0,none,,1
2024-11-01,SM07,Smash Burger,main,39,858,4,44,11,0,none,,1
2024-11-01,CS08,Caesar Salad,starter,26,416,4,44,11,0,none,,1
2024-11-02,WB01,Wagyu Burger,main,86,2408,5,44,11,1,concert,Local event,0
2024-11-02,PS02,Porcini Risotto,main,47,1128,5,44,11,1,concert,Local event,0
2024-11-02,TC03,Tuna Crudo,starter,41,738,5,44,11,1,concert,Local event,0
2024-11-02,TF04,Truffle Fries,side,92,1104,5,44,11,1,concert,Local event,0
2024-11-02,CB05,Craft Brioche Bun,comp,69,0,5,44,11,1,concert,Local event,0
2024-11-02,LM06,Lemon Tart,dessert,32,448,5,44,11,1,concert,Local event,0
2024-11-02,SM07,Smash Burger,main,60,1320,5,44,11,1,concert,Local event,0
2024-11-02,CS08,Caesar Salad,starter,57,912,5,44,11,1,concert,Local event,0
2024-11-03,WB01,Wagyu Burger,main,40,1120,6,44,11,1,none,,1
2024-11-03,PS02,Porcini Risotto,main,29,696,6,44,11,1,none,,1
2024-11-03,TC03,Tuna Crudo,starter,23,414,6,44,11,1,none,,1
2024-11-03,TF04,Truffle Fries,side,70,840,6,44,11,1,none,,1
2024-11-03,CB05,Craft Brioche Bun,comp,43,0,6,44,11,1,none,,1
2024-11-03,LM06,Lemon Tart,dessert,19,266,6,44,11,1,none,,1
2024-11-03,SM07,Smash Burger,main,27,594,6,44,11,1,none,,1
2024-11-03,CS08,Caesar Salad,starter,27,432,6,44,11,1,none,,1
2024-11-04,WB01,Wagyu Burger,main,30,840,0,45,11,0,none,,0
2024-11-04,PS02,Porcini Risotto,main,15,360,0,45,11,0,none,,0
2024-11-04,TC03,Tuna Crudo,starter,15,270,0,45,11,0,none,,0
2024-11-04,TF04,Truffle Fries,side,36,432,0,45,11,0,none,,0
2024-11-04,CB05,Craft Brioche Bun,comp,29,0,0,45,11,0,none,,0
2024-11-04,LM06,Lemon Tart,dessert,14,196,0,45,11,0,none,,0
2024-11-04,SM07,Smash Burger,main,22,484,0,45,11,0,none,,0
2024-11-04,CS08,Caesar Salad,starter,16,256,0,45,11,0,none,,0
2024-11-05,WB01,Wagyu Burger,main,31,868,1,45,11,0,none,,1
2024-11-05,PS02,Porcini Risotto,main,20,480,1,45,11,0,none,,1
2024-11-05,TC03,Tuna Crudo,starter,16,288,1,45,11,0,none,,1
2024-11-05,TF04,Truffle Fries,side,59,708,1,45,11,0,none,,1
2024-11-05,CB05,Craft Brioche Bun,comp,35,0,1,45,11,0,none,,1
2024-11-05,LM06,Lemon Tart,dessert,14,196,1,45,11,0,none,,1
2024-11-05,SM07,Smash Burger,main,24,528,1,45,11,0,none,,1
2024-11-05,CS08,Caesar Salad,starter,17,272,1,45,11,0,none,,1
2024-11-06,WB01,Wagyu Burger,main,29,812,2,45,11,0,none,,1
2024-11-06,PS02,Porcini Risotto,main,22,528,2,45,11,0,none,,1
2024-11-06,TC03,Tuna Crudo,starter,20,360,2,45,11,0,none,,1
2024-11-06,TF04,Truffle Fries,side,60,720,2,45,11,0,none,,1
2024-11-06,CB05,Craft Brioche Bun,comp,34,0,2,45,11,0,none,,1
2024-11-06,LM06,Lemon Tart,dessert,11,154,2,45,11,0,none,,1
2024-11-06,SM07,Smash Burger,main,28,616,2,45,11,0,none,,1
2024-11-06,CS08,Caesar Salad,starter,20,320,2,45,11,0,none,,1
2024-11-07,WB01,Wagyu Burger,main,40,1120,3,45,11,0,none,,0
2024-11-07,PS02,Porcini Risotto,main,22,528,3,45,11,0,none,,0
2024-11-07,TC03,Tuna Crudo,starter,20,360,3,45,11,0,none,,0
2024-11-07,TF04,Truffle Fries,side,44,528,3,45,11,0,none,,0
2024-11-07,CB05,Craft Brioche Bun,comp,35,0,3,45,11,0,none,,0
2024-11-07,LM06,Lemon Tart,dessert,16,224,3,45,11,0,none,,0
2024-11-07,SM07,Smash Burger,main,29,638,3,45,11,0,none,,0
2024-11-07,CS08,Caesar Salad,starter,23,368,3,45,11,0,none,,0
2024-11-08,WB01,Wagyu Burger,main,47,1316,4,45,11,0,none,,0
2024-11-08,PS02,Porcini Risotto,main,34,816,4,45,11,0,none,,0
2024-11-08,TC03,Tuna Crudo,starter,25,450,4,45,11,0,none,,0
2024-11-08,TF04,Truffle Fries,side,49,588,4,45,11,0,none,,0
2024-11-08,CB05,Craft Brioche Bun,comp,55,0,4,45,11,0,none,,0
2024-11-08,LM06,Lemon Tart,dessert,20,280,4,45,11,0,none,,0
2024-11-08,SM07,Smash Burger,main,36,792,4,45,11,0,none,,0
2024-11-08,CS08,Caesar Salad,starter,29,464,4,45,11,0,none,,0
2024-11-09,WB01,Wagyu Burger,main,54,1512,5,45,11,1,none,,0
2024-11-09,PS02,Porcini Risotto,main,35,840,5,45,11,1,none,,0
2024-11-09,TC03,Tuna Crudo,starter,29,522,5,45,11,1,none,,0
2024-11-09,TF04,Truffle Fries,side,62,744,5,45,11,1,none,,0
2024-11-09,CB05,Craft Brioche Bun,comp,55,0,5,45,11,1,none,,0
2024-11-09,LM06,Lemon Tart,dessert,20,280,5,45,11,1,none,,0
2024-11-09,SM07,Smash Burger,main,49,1078,5,45,11,1,none,,0
2024-11-09,CS08,Caesar Salad,starter,33,528,5,45,11,1,none,,0
2024-11-10,WB01,Wagyu Burger,main,41,1148,6,45,11,1,none,,0
2024-11-10,PS02,Porcini Risotto,main,23,552,6,45,11,1,none,,0
2024-11-10,TC03,Tuna Crudo,starter,20,360,6,45,11,1,none,,0
2024-11-10,TF04,Truffle Fries,side,43,516,6,45,11,1,none,,0
2024-11-10,CB05,Craft Brioche Bun,comp,44,0,6,45,11,1,none,,0
2024-11-10,LM06,Lemon Tart,dessert,17,238,6,45,11,1,none,,0
2024-11-10,SM07,Smash Burger,main,33,726,6,45,11,1,none,,0
2024-11-10,CS08,Caesar Salad,starter,23,368,6,45,11,1,none,,0
2024-11-11,WB01,Wagyu Burger,main,28,784,0,46,11,0,none,,0
2024-11-11,PS02,Porcini Risotto,main,19,456,0,46,11,0,none,,0
2024-11-11,TC03,Tuna Crudo,starter,17,306,0,46,11,0,none,,0
2024-11-11,TF04,Truffle Fries,side,29,348,0,46,11,0,none,,0
2024-11-11,CB05,Craft Brioche Bun,comp,26,0,0,46,11,0,none,,0
2024-11-11,LM06,Lemon Tart,dessert,11,154,0,46,11,0,none,,0
2024-11-11,SM07,Smash Burger,main,21,462,0,46,11,0,none,,0
2024-11-11,CS08,Caesar Salad,starter,17,272,0,46,11,0,none,,0
2024-11-12,WB01,Wagyu Burger,main,27,756,1,46,11,0,none,,1
2024-11-12,PS02,Porcini Risotto,main,19,456,1,46,11,0,none,,1
2024-11-12,TC03,Tuna Crudo,starter,14,252,1,46,11,0,none,,1
2024-11-12,TF04,Truffle Fries,side,49,588,1,46,11,0,none,,1
2024-11-12,CB05,Craft Brioche Bun,comp,41,0,1,46,11,0,none,,1
2024-11-12,LM06,Lemon Tart,dessert,14,196,1,46,11,0,none,,1
2024-11-12,SM07,Smash Burger,main,25,550,1,46,11,0,none,,1
2024-11-12,CS08,Caesar Salad,starter,18,288,1,46,11,0,none,,1
2024-11-13,WB01,Wagyu Burger,main,29,812,2,46,11,0,none,,1
2024-11-13,PS02,Porcini Risotto,main,20,480,2,46,11,0,none,,1
2024-11-13,TC03,Tuna Crudo,starter,18,324,2,46,11,0,none,,1
2024-11-13,TF04,Truffle Fries,side,61,732,2,46,11,0,none,,1
2024-11-13,CB05,Craft Brioche Bun,comp,42,0,2,46,11,0,none,,1
2024-11-13,LM06,Lemon Tart,dessert,16,224,2,46,11,0,none,,1
2024-11-13,SM07,Smash Burger,main,24,528,2,46,11,0,none,,1
2024-11-13,CS08,Caesar Salad,starter,20,320,2,46,11,0,none,,1
2024-11-14,WB01,Wagyu Burger,main,35,980,3,46,11,0,none,,1
2024-11-14,PS02,Porcini Risotto,main,24,576,3,46,11,0,none,,1
2024-11-14,TC03,Tuna Crudo,starter,23,414,3,46,11,0,none,,1
2024-11-14,TF04,Truffle Fries,side,54,648,3,46,11,0,none,,1
2024-11-14,CB05,Craft Brioche Bun,comp,43,0,3,46,11,0,none,,1
2024-11-14,LM06,Lemon Tart,dessert,18,252,3,46,11,0,none,,1
2024-11-14,SM07,Smash Burger,main,25,550,3,46,11,0,none,,1
2024-11-14,CS08,Caesar Salad,starter,21,336,3,46,11,0,none,,1
2024-11-15,WB01,Wagyu Burger,main,45,1260,4,46,11,0,none,,0
2024-11-15,PS02,Porcini Risotto,main,31,744,4,46,11,0,none,,0
2024-11-15,TC03,Tuna Crudo,starter,22,396,4,46,11,0,none,,0
2024-11-15,TF04,Truffle Fries,side,57,684,4,46,11,0,none,,0
2024-11-15,CB05,Craft Brioche Bun,comp,50,0,4,46,11,0,none,,0
2024-11-15,LM06,Lemon Tart,dessert,22,308,4,46,11,0,none,,0
2024-11-15,SM07,Smash Burger,main,35,770,4,46,11,0,none,,0
2024-11-15,CS08,Caesar Salad,starter,30,480,4,46,11,0,none,,0
2024-11-16,WB01,Wagyu Burger,main,83,2324,5,46,11,1,concert,Local event,0
2024-11-16,PS02,Porcini Risotto,main,58,1392,5,46,11,1,concert,Local event,0
2024-11-16,TC03,Tuna Crudo,starter,56,1008,5,46,11,1,concert,Local event,0
2024-11-16,TF04,Truffle Fries,side,103,1236,5,46,11,1,concert,Local event,0
2024-11-16,CB05,Craft Brioche Bun,comp,81,0,5,46,11,1,concert,Local event,0
2024-11-16,LM06,Lemon Tart,dessert,41,574,5,46,11,1,concert,Local event,0
2024-11-16,SM07,Smash Burger,main,63,1386,5,46,11,1,concert,Local event,0
2024-11-16,CS08,Caesar Salad,starter,50,800,5,46,11,1,concert,Local event,0
2024-11-17,WB01,Wagyu Burger,main,36,1008,6,46,11,1,none,,0
2024-11-17,PS02,Porcini Risotto,main,25,600,6,46,11,1,none,,0
2024-11-17,TC03,Tuna Crudo,starter,23,414,6,46,11,1,none,,0
2024-11-17,TF04,Truffle Fries,side,47,564,6,46,11,1,none,,0
2024-11-17,CB05,Craft Brioche Bun,comp,41,0,6,46,11,1,none,,0
2024-11-17,LM06,Lemon Tart,dessert,16,224,6,46,11,1,none,,0
2024-11-17,SM07,Smash Burger,main,30,660,6,46,11,1,none,,0
2024-11-17,CS08,Caesar Salad,starter,25,400,6,46,11,1,none,,0
2024-11-18,WB01,Wagyu Burger,main,28,784,0,47,11,0,none,,0
2024-11-18,PS02,Porcini Risotto,main,19,456,0,47,11,0,none,,0
2024-11-18,TC03,Tuna Crudo,starter,16,288,0,47,11,0,none,,0
2024-11-18,TF04,Truffle Fries,side,33,396,0,47,11,0,none,,0
2024-11-18,CB05,Craft Brioche Bun,comp,30,0,0,47,11,0,none,,0
2024-11-18,LM06,Lemon Tart,dessert,15,210,0,47,11,0,none,,0
2024-11-18,SM07,Smash Burger,main,23,506,0,47,11,0,none,,0
2024-11-18,CS08,Caesar Salad,starter,20,320,0,47,11,0,none,,0
2024-11-19,WB01,Wagyu Burger,main,32,896,1,47,11,0,none,,0
2024-11-19,PS02,Porcini Risotto,main,18,432,1,47,11,0,none,,0
2024-11-19,TC03,Tuna Crudo,starter,15,270,1,47,11,0,none,,0
2024-11-19,TF04,Truffle Fries,side,33,396,1,47,11,0,none,,0
2024-11-19,CB05,Craft Brioche Bun,comp,29,0,1,47,11,0,none,,0
2024-11-19,LM06,Lemon Tart,dessert,14,196,1,47,11,0,none,,0
2024-11-19,SM07,Smash Burger,main,26,572,1,47,11,0,none,,0
2024-11-19,CS08,Caesar Salad,starter,21,336,1,47,11,0,none,,0
2024-11-20,WB01,Wagyu Burger,main,34,952,2,47,11,0,none,,0
2024-11-20,PS02,Porcini Risotto,main,21,504,2,47,11,0,none,,0
2024-11-20,TC03,Tuna Crudo,starter,15,270,2,47,11,0,none,,0
2024-11-20,TF04,Truffle Fries,side,38,456,2,47,11,0,none,,0
2024-11-20,CB05,Craft Brioche Bun,comp,33,0,2,47,11,0,none,,0
2024-11-20,LM06,Lemon Tart,dessert,15,210,2,47,11,0,none,,0
2024-11-20,SM07,Smash Burger,main,30,660,2,47,11,0,none,,0
2024-11-20,CS08,Caesar Salad,starter,22,352,2,47,11,0,none,,0
2024-11-21,WB01,Wagyu Burger,main,39,1092,3,47,11,0,none,,0
2024-11-21,PS02,Porcini Risotto,main,22,528,3,47,11,0,none,,0
2024-11-21,TC03,Tuna Crudo,starter,19,342,3,47,11,0,none,,0
2024-11-21,TF04,Truffle Fries,side,41,492,3,47,11,0,none,,0
2024-11-21,CB05,Craft Brioche Bun,comp,34,0,3,47,11,0,none,,0
2024-11-21,LM06,Lemon Tart,dessert,17,238,3,47,11,0,none,,0
2024-11-21,SM07,Smash Burger,main,29,638,3,47,11,0,none,,0
2024-11-21,CS08,Caesar Salad,starter,20,320,3,47,11,0,none,,0
2024-11-22,WB01,Wagyu Burger,main,52,1456,4,47,11,0,none,,0
2024-11-22,PS02,Porcini Risotto,main,32,768,4,47,11,0,none,,0
2024-11-22,TC03,Tuna Crudo,starter,22,396,4,47,11,0,none,,0
2024-11-22,TF04,Truffle Fries,side,54,648,4,47,11,0,none,,0
2024-11-22,CB05,Craft Brioche Bun,comp,49,0,4,47,11,0,none,,0
2024-11-22,LM06,Lemon Tart,dessert,23,322,4,47,11,0,none,,0
2024-11-22,SM07,Smash Burger,main,36,792,4,47,11,0,none,,0
2024-11-22,CS08,Caesar Salad,starter,32,512,4,47,11,0,none,,0
2024-11-23,WB01,Wagyu Burger,main,55,1540,5,47,11,1,none,,0
2024-11-23,PS02,Porcini Risotto,main,32,768,5,47,11,1,none,,0
2024-11-23,TC03,Tuna Crudo,starter,26,468,5,47,11,1,none,,0
2024-11-23,TF04,Truffle Fries,side,67,804,5,47,11,1,none,,0
2024-11-23,CB05,Craft Brioche Bun,comp,59,0,5,47,11,1,none,,0
2024-11-23,LM06,Lemon Tart,dessert,25,350,5,47,11,1,none,,0
2024-11-23,SM07,Smash Burger,main,48,1056,5,47,11,1,none,,0
2024-11-23,CS08,Caesar Salad,starter,36,576,5,47,11,1,none,,0
2024-11-24,WB01,Wagyu Burger,main,41,1148,6,47,11,1,none,,0
2024-11-24,PS02,Porcini Risotto,main,24,576,6,47,11,1,none,,0
2024-11-24,TC03,Tuna Crudo,starter,24,432,6,47,11,1,none,,0
2024-11-24,TF04,Truffle Fries,side,47,564,6,47,11,1,none,,0
2024-11-24,CB05,Craft Brioche Bun,comp,38,0,6,47,11,1,none,,0
2024-11-24,LM06,Lemon Tart,dessert,17,238,6,47,11,1,none,,0
2024-11-24,SM07,Smash Burger,main,32,704,6,47,11,1,none,,0
2024-11-24,CS08,Caesar Salad,starter,21,336,6,47,11,1,none,,0
2024-11-25,WB01,Wagyu Burger,main,31,868,0,48,11,0,none,,0
2024-11-25,PS02,Porcini Risotto,main,18,432,0,48,11,0,none,,0
2024-11-25,TC03,Tuna Crudo,starter,16,288,0,48,11,0,none,,0
2024-11-25,TF04,Truffle Fries,side,33,396,0,48,11,0,none,,0
2024-11-25,CB05,Craft Brioche Bun,comp,29,0,0,48,11,0,none,,0
2024-11-25,LM06,Lemon Tart,dessert,12,168,0,48,11,0,none,,0
2024-11-25,SM07,Smash Burger,main,23,506,0,48,11,0,none,,0
2024-11-25,CS08,Caesar Salad,starter,21,336,0,48,11,0,none,,0
2024-11-26,WB01,Wagyu Burger,main,34,952,1,48,11,0,none,,0
2024-11-26,PS02,Porcini Risotto,main,21,504,1,48,11,0,none,,0
2024-11-26,TC03,Tuna Crudo,starter,16,288,1,48,11,0,none,,0
2024-11-26,TF04,Truffle Fries,side,38,456,1,48,11,0,none,,0
2024-11-26,CB05,Craft Brioche Bun,comp,34,0,1,48,11,0,none,,0
2024-11-26,LM06,Lemon Tart,dessert,13,182,1,48,11,0,none,,0
2024-11-26,SM07,Smash Burger,main,24,528,1,48,11,0,none,,0
2024-11-26,CS08,Caesar Salad,starter,16,256,1,48,11,0,none,,0
2024-11-27,WB01,Wagyu Burger,main,36,1008,2,48,11,0,none,,0
2024-11-27,PS02,Porcini Risotto,main,25,600,2,48,11,0,none,,0
2024-11-27,TC03,Tuna Crudo,starter,18,324,2,48,11,0,none,,0
2024-11-27,TF04,Truffle Fries,side,31,372,2,48,11,0,none,,0
2024-11-27,CB05,Craft Brioche Bun,comp,35,0,2,48,11,0,none,,0
2024-11-27,LM06,Lemon Tart,dessert,14,196,2,48,11,0,none,,0
2024-11-27,SM07,Smash Burger,main,25,550,2,48,11,0,none,,0
2024-11-27,CS08,Caesar Salad,starter,21,336,2,48,11,0,none,,0
2024-11-28,WB01,Wagyu Burger,main,26,728,3,48,11,0,holiday,Thanksgiving,0
2024-11-28,PS02,Porcini Risotto,main,16,384,3,48,11,0,holiday,Thanksgiving,0
2024-11-28,TC03,Tuna Crudo,starter,13,234,3,48,11,0,holiday,Thanksgiving,0
2024-11-28,TF04,Truffle Fries,side,29,348,3,48,11,0,holiday,Thanksgiving,0
2024-11-28,CB05,Craft Brioche Bun,comp,24,0,3,48,11,0,holiday,Thanksgiving,0
2024-11-28,LM06,Lemon Tart,dessert,10,140,3,48,11,0,holiday,Thanksgiving,0
2024-11-28,SM07,Smash Burger,main,19,418,3,48,11,0,holiday,Thanksgiving,0
2024-11-28,CS08,Caesar Salad,starter,16,256,3,48,11,0,holiday,Thanksgiving,0
2024-11-29,WB01,Wagyu Burger,main,47,1316,4,48,11,0,none,,0
2024-11-29,PS02,Porcini Risotto,main,28,672,4,48,11,0,none,,0
2024-11-29,TC03,Tuna Crudo,starter,28,504,4,48,11,0,none,,0
2024-11-29,TF04,Truffle Fries,side,42,504,4,48,11,0,none,,0
2024-11-29,CB05,Craft Brioche Bun,comp,46,0,4,48,11,0,none,,0
2024-11-29,LM06,Lemon Tart,dessert,20,280,4,48,11,0,none,,0
2024-11-29,SM07,Smash Burger,main,38,836,4,48,11,0,none,,0
2024-11-29,CS08,Caesar Salad,starter,31,496,4,48,11,0,none,,0
2024-11-30,WB01,Wagyu Burger,main,94,2632,5,48,11,1,concert,Local event,0
2024-11-30,PS02,Porcini Risotto,main,54,1296,5,48,11,1,concert,Local event,0
2024-11-30,TC03,Tuna Crudo,starter,49,882,5,48,11,1,concert,Local event,0
2024-11-30,TF04,Truffle Fries,side,100,1200,5,48,11,1,concert,Local event,0
2024-11-30,CB05,Craft Brioche Bun,comp,74,0,5,48,11,1,concert,Local event,0
2024-11-30,LM06,Lemon Tart,dessert,45,630,5,48,11,1,concert,Local event,0
2024-11-30,SM07,Smash Burger,main,60,1320,5,48,11,1,concert,Local event,0
2024-11-30,CS08,Caesar Salad,starter,55,880,5,48,11,1,concert,Local event,0
2024-12-01,WB01,Wagyu Burger,main,39,1092,6,48,12,1,none,,1
2024-12-01,PS02,Porcini Risotto,main,26,624,6,48,12,1,none,,1
2024-12-01,TC03,Tuna Crudo,starter,20,360,6,48,12,1,none,,1
2024-12-01,TF04,Truffle Fries,side,71,852,6,48,12,1,none,,1
2024-12-01,CB05,Craft Brioche Bun,comp,40,0,6,48,12,1,none,,1
2024-12-01,LM06,Lemon Tart,dessert,17,238,6,48,12,1,none,,1
2024-12-01,SM07,Smash Burger,main,29,638,6,48,12,1,none,,1
2024-12-01,CS08,Caesar Salad,starter,22,352,6,48,12,1,none,,1
2024-12-02,WB01,Wagyu Burger,main,30,840,0,49,12,0,none,,1
2024-12-02,PS02,Porcini Risotto,main,21,504,0,49,12,0,none,,1
2024-12-02,TC03,Tuna Crudo,starter,15,270,0,49,12,0,none,,1
2024-12-02,TF04,Truffle Fries,side,53,636,0,49,12,0,none,,1
2024-12-02,CB05,Craft Brioche Bun,comp,35,0,0,49,12,0,none,,1
2024-12-02,LM06,Lemon Tart,dessert,12,168,0,49,12,0,none,,1
2024-12-02,SM07,Smash Burger,main,22,484,0,49,12,0,none,,1
2024-12-02,CS08,Caesar Salad,starter,17,272,0,49,12,0,none,,1
2024-12-03,WB01,Wagyu Burger,main,28,784,1,49,12,0,none,,0
2024-12-03,PS02,Porcini Risotto,main,21,504,1,49,12,0,none,,0
2024-12-03,TC03,Tuna Crudo,starter,16,288,1,49,12,0,none,,0
2024-12-03,TF04,Truffle Fries,side,30,360,1,49,12,0,none,,0
2024-12-03,CB05,Craft Brioche Bun,comp,26,0,1,49,12,0,none,,0
2024-12-03,LM06,Lemon Tart,dessert,14,196,1,49,12,0,none,,0
2024-12-03,SM07,Smash Burger,main,22,484,1,49,12,0,none,,0
2024-12-03,CS08,Caesar Salad,starter,19,304,1,49,12,0,none,,0
2024-12-04,WB01,Wagyu Burger,main,34,952,2,49,12,0,none,,1
2024-12-04,PS02,Porcini Risotto,main,19,456,2,49,12,0,none,,1
2024-12-04,TC03,Tuna Crudo,starter,15,270,2,49,12,0,none,,1
2024-12-04,TF04,Truffle Fries,side,63,756,2,49,12,0,none,,1
2024-12-04,CB05,Craft Brioche Bun,comp,40,0,2,49,12,0,none,,1
2024-12-04,LM06,Lemon Tart,dessert,14,196,2,49,12,0,none,,1
2024-12-04,SM07,Smash Burger,main,23,506,2,49,12,0,none,,1
2024-12-04,CS08,Caesar Salad,starter,19,304,2,49,12,0,none,,1
2024-12-05,WB01,Wagyu Burger,main,32,896,3,49,12,0,none,,0
2024-12-05,PS02,Porcini Risotto,main,25,600,3,49,12,0,none,,0
2024-12-05,TC03,Tuna Crudo,starter,18,324,3,49,12,0,none,,0
2024-12-05,TF04,Truffle Fries,side,44,528,3,49,12,0,none,,0
2024-12-05,CB05,Craft Brioche Bun,comp,34,0,3,49,12,0,none,,0
2024-12-05,LM06,Lemon Tart,dessert,15,210,3,49,12,0,none,,0
2024-12-05,SM07,Smash Burger,main,27,594,3,49,12,0,none,,0
2024-12-05,CS08,Caesar Salad,starter,17,272,3,49,12,0,none,,0
2024-12-06,WB01,Wagyu Burger,main,46,1288,4,49,12,0,none,,0
